molecule_id,bp_est,mp_est,vp_est
85217,422.12,157.54,1.05e-7
85218,616.55,267.04,4.33e-15
85219,456.26,192.17,6.05e-9
85221,374.5,138.9,3.28e-8
85235,412.9,154.31,1.5e-9
85236,428.27,179.09,2.64e-10
85238,477.97,193.95,1.47e-11
85241,530.18,226.7,1.33e-14
85242,558.97,240.15,4.89e-14
85243,732.03,320.98,1.09e-22
85245,512.95,218.65,1.34e-11
85246,349.18,107.02,4.16e-7
85248,338.57,108.71,7.5e-5
85250,538.68,230.67,6.21e-15
85251,276.37,48.76,0.00411
85254,440.59,165.05,4.21e-10
85256,NA,NA,NA
85265,450.84,189.63,2.4e-8
85271,434.54,162.72,4.56e-8
85275,392.81,149.77,1.62e-8
85281,483.62,204.95,8.31e-13
85285,550.68,236.27,2.11e-15
85286,749.88,329.32,2.01e-23
85291,422.02,176.17,2.82e-9
85292,515.81,219.99,1.64e-12
85300,542.98,232.68,1.81e-13
85301,370.19,127.98,4.08e-6
85304,766.02,336.86,4.31e-24
85307,624.57,270.79,4.87e-17
85308,475.18,201,4.28e-11
85312,334.96,112.15,4.83e-7
85319,448.47,188.53,2.81e-8
85325,468.51,197.89,2.57e-9
85327,410.84,160.41,6.08e-10
85329,633.98,275.18,9.75e-17
85342,600.72,259.65,3.79e-16
85343,252.81,53.8,0.0204
85344,483.29,204.79,7.54e-12
85346,559.27,240.28,3.82e-13
85347,705.43,308.56,6.43e-20
85355,447.41,188.03,1.43e-10
85359,478.65,202.63,1.29e-12
85363,468.95,198.09,2.46e-11
85366,737.82,323.69,6.3e-23
85369,413.28,172.09,2.26e-9
85374,479.1,202.84,1.07e-11
85377,402.59,161.11,6.23e-9
85385,587.77,253.6,2.9e-16
85386,545.89,234.03,1.04e-11
85397,448.98,171.15,2.01e-10
85398,390.79,145.98,8.81e-9
85401,283.95,76.12,1.23e-4
85402,398.13,165.01,3.34e-7
85416,441.69,182.59,1.8e-8
85418,378.27,132.05,6.74e-8
85422,617.67,267.57,5.53e-14
85425,542.54,232.47,1.88e-13
85426,571.49,245.99,1.63e-12
85427,460.9,184.55,6.18e-11
85429,496.81,211.11,2.46e-12
85431,331.92,104.51,2.85e-6
85432,291.92,20.98,5.92e-4
85436,242.08,38.67,0.0476
85443,454.45,191.32,8.06e-11
85444,413.2,171.16,2.33e-9
85458,380.78,140.33,2.05e-8
85461,431.65,140.59,1.46e-9
85462,398.39,142.93,1.32e-8
85465,412.6,168.35,1.36e-7
85466,472.48,196.59,2.11e-9
85470,488.01,207,1.7e-12
85471,597.9,258.33,4.83e-16
85479,866.94,349.24,8.35e-21
85487,462.19,194.94,4e-9
85490,545.95,234.06,3.23e-15
85492,1292,349.84,3.53e-42
85505,744.67,326.89,2.05e-22
85507,995.66,349.84,3.42e-29
85515,260.82,65.65,6.71e-4
85517,604.38,261.35,1.13e-14
85521,496.57,211,2.51e-12
85522,716.04,313.52,1.53e-18
85524,796.14,349.84,2.5e-25
85525,805.95,349.84,4.67e-23
85531,704.24,308.01,1.5e-21
85544,720.34,315.52,1.11e-20
85545,175.95,-31.08,1.49
85552,651.69,283.45,9.71e-19
85554,718.82,314.82,7.37e-20
85557,835.39,349.84,9.87e-27
85558,530.42,226.81,7.79e-14
85566,579.29,249.64,2.38e-15
85568,477.29,193.14,1.76e-9
85570,588.17,253.78,7.04e-17
85584,676.73,295.15,5.19e-19
85592,523.01,210.09,1.2e-13
85599,757.42,332.84,9.8e-24
85600,744,326.57,1.36e-21
85603,679.46,296.43,1.53e-20
85607,205.79,22.38,0.0017
85610,494.11,209.85,1.01e-12
85619,571.97,246.22,4.43e-15
85630,892.31,349.84,8.74e-29
85633,811.3,349.84,3.16e-23
85635,465.81,196.63,9.01e-11
85636,792.4,349.19,1.28e-22
85639,736.72,323.17,7e-23
85640,698.46,305.3,2.59e-21
85646,491.87,208.8,4.94e-10
85650,818.09,349.84,1.92e-23
85653,761.36,334.68,6.73e-24
85655,600.33,259.46,1.61e-15
85661,237.95,-6.24,0.0811
85665,1264.02,349.84,1.23e-42
85666,771.7,339.51,2.51e-24
85672,1361.51,349.84,0
85685,592.54,255.83,4.73e-17
85691,675.87,294.75,2.86e-18
85692,481.93,204.16,8.44e-12
85695,731.96,320.95,1.1e-22
85696,569.13,244.89,3.98e-16
85697,308.85,83.76,3.34e-4
85699,460.67,185.04,5.68e-9
85704,907.11,349.84,2.61e-27
85709,485.27,205.72,2.14e-12
85712,742.65,325.94,3.99e-23
85720,840.89,349.84,3.59e-24
85724,621.17,269.2,3.42e-18
85741,722.8,316.67,5.24e-20
85747,566.4,243.62,5.09e-16
85759,847.74,349.84,3.55e-27
85760,487.58,206.8,6.69e-10
85764,709.75,310.58,5.72e-17
85765,937.58,349.84,1.97e-30
85767,708.2,309.85,3.04e-19
85769,716,313.49,4.96e-22
85772,893.77,349.84,7.54e-28
85779,262.47,45.69,9.42e-4
85780,952.44,349.84,5.63e-31
85781,603.55,260.97,1.2e-14
85783,478.42,202.52,3.85e-12
85787,620.55,268.91,1.58e-17
85793,1017.77,349.84,3.16e-32
85796,947.97,349.84,8.21e-31
85798,556.11,238.81,4.69e-15
85799,918.63,349.84,9.66e-30
85800,1318.25,349.84,9.81e-45
85802,750.29,329.51,1.93e-23
85808,557.39,239.41,4.53e-12
85809,789.73,347.94,4.47e-25
85812,504.04,214.49,2.08e-10
85813,974.68,349.84,8.61e-32
85817,607.2,262.67,5.19e-17
85821,1060.12,349.84,5.96e-35
85823,245.68,1.17,0.0343
85828,640.74,278.34,1e-14
85829,929.23,349.84,3.97e-30
85831,1675.28,349.84,0
85838,514.76,219.49,5.27e-14
85848,449.42,181.83,5.43e-11
85854,708.72,310.1,9.85e-22
85860,720.77,315.72,3.16e-22
85871,892.64,349.84,2.95e-24
85872,779.04,342.94,1.24e-24
85881,761.36,334.68,6.73e-24
85884,495.75,210.61,3.76e-10
85887,886.82,349.84,1.26e-26
85890,876.38,349.84,5e-22
85891,753.54,331.03,1.42e-23
85893,581.79,250.8,7.49e-15
85894,950.99,349.84,9.91e-28
85896,1061.34,349.84,5.38e-35
85901,716.33,313.65,4.81e-22
85903,901.52,349.84,4.04e-28
85906,565.98,243.42,5.29e-16
85921,567.47,236.36,5.74e-16
85926,652.66,283.91,1.86e-19
85930,549.98,232.42,8.53e-12
85932,585.51,252.54,5.85e-13
85936,476.67,193.01,5.65e-12
85939,554.71,238.15,1.92e-14
85941,552.6,237.17,1.77e-15
85942,566.85,243.83,1.83e-15
85944,782.89,344.74,8.6e-25
85952,665.94,290.11,5.42e-20
85958,596.13,257.5,3.41e-17
85965,762.81,335.36,5.86e-24
85967,565.51,243.2,2.06e-15
85971,865.23,349.84,8.34e-28
85982,556.03,238.77,4.9e-13
85984,396.34,131.75,8.68e-7
85986,540.59,231.56,5.23e-15
85992,761.04,334.54,6.93e-24
85993,660.39,287.52,2.17e-18
85998,729,319.57,8.66e-22
86000,687.25,300.06,3.91e-20
86004,720.57,315.63,3.22e-22
86005,768.83,338.17,3.3e-24
86016,824.57,349.84,2.41e-26
86020,1166.48,349.84,6.17e-39
86022,1222.82,349.84,4.55e-41
86023,670.57,292.28,4.48e-18
86026,537.72,230.22,1.87e-11
86027,718.66,314.74,4.66e-16
86038,NA,NA,NA
86043,486.62,206.35,5.73e-12
86056,280.67,100.85,8.44e-5
86057,618.47,267.94,8.24e-17
86060,511.56,215.61,7.71e-13
86062,1330.46,349.84,4.59e-35
86065,481.52,184.12,1.49e-11
86066,511.56,215.61,7.71e-13
86089,1214.11,349.84,6.73e-38
86090,851.18,349.84,2.29e-26
86093,830.99,349.84,1.42e-26
86094,392.58,146.56,1.61e-7
86098,481.93,204.16,8.44e-12
86101,702.87,307.36,1.71e-21
86113,542.38,232.4,4.45e-15
86116,540.59,231.56,5.23e-15
86117,748.04,328.46,2.39e-23
86120,916.48,349.84,1.26e-27
86124,1282.29,349.84,2.47e-43
86129,528.22,223.7,1.89e-13
86133,495.18,210.35,2.82e-12
86135,359.57,113.72,3.7e-7
86139,1006.06,349.84,6.01e-33
86140,1609.46,349.84,0
86145,1052.9,349.84,1.11e-34
86146,692.62,302.58,4.47e-21
86150,538.24,230.46,6.45e-15
86151,667.79,274.83,2.13e-15
86152,705.25,308.47,1.37e-21
86154,522.42,223.07,2.91e-13
86155,165.73,-38.47,0.911
86166,650.71,283,1.06e-18
86171,770.56,338.98,2.8e-24
86177,800.69,349.84,6.87e-23
86182,721.16,315.91,1.78e-21
86185,563.75,242.38,2.85e-12
86199,691.27,301.94,1.45e-19
86200,476.48,134.81,7.64e-11
86201,785.24,345.84,6.87e-25
86205,617.99,267.71,1.99e-17
86211,522.92,223.31,5.41e-11
86214,461.95,194.83,1.14e-8
86216,727.41,318.83,3.53e-20
86218,674.37,294.05,2.47e-20
86226,545.73,233.96,3.29e-15
86233,481.48,203.95,2.96e-12
86238,890.3,349.84,1.03e-28
86243,607.84,262.97,1.17e-17
86244,766.43,337.05,4.15e-24
86246,721.13,315.89,3.06e-22
86257,498.31,211.81,7.02e-13
86260,626.3,271.6,2.13e-18
86261,831.68,349.84,1.34e-26
86268,938.5,349.84,1.82e-30
86271,847.74,349.84,3.55e-27
86276,233.34,41.64,0.044
86278,613.61,265.67,5.46e-15
86280,703.99,307.88,1.54e-21
86283,730.24,320.15,4.63e-21
86296,402.45,167.03,5.95e-7
86307,619.12,268.24,4.14e-18
86314,1532.42,349.84,0
86320,534.96,228.93,2.28e-11
86321,612.91,257.87,1.48e-9
86325,761.71,334.85,6.51e-24
86327,941.62,349.84,1.4e-30
86331,NA,NA,NA
86332,630.05,273.35,1.51e-18
86333,NA,NA,NA
86336,878.82,349.84,2.69e-28
86340,659.65,287.17,1.42e-16
86344,467.85,190.31,3.27e-9
86353,1225.51,349.84,7.28e-37
86355,716.29,313.63,4.83e-22
86360,747.89,328.39,1.15e-19
86376,916.19,349.84,1.19e-29
86386,598.18,258.46,4.72e-16
86389,529.3,226.28,1.63e-13
86390,446.76,180.97,1.81e-10
86394,1082.49,349.84,8.75e-36
86396,699.01,305.56,2.45e-21
86397,1053.98,349.84,1.01e-34
86398,762.31,335.13,6.15e-24
86404,964.74,349.84,2e-31
86408,1101.84,349.84,3.06e-35
86417,927,349.84,5.16e-29
86418,247.75,59.59,1.28e-4
86421,716.09,313.54,4.92e-22
86427,1222.57,349.84,3.39e-38
86432,729.52,319.81,1.38e-22
86434,658.65,286.71,1.07e-19
86435,480.5,203.49,3.22e-12
86436,1045.33,349.84,2.12e-34
86443,726.88,318.58,6.23e-21
86448,847.74,349.84,3.55e-27
86451,597.07,257.94,1.27e-16
86462,1102.08,349.84,1.62e-36
86465,722.34,316.46,9.33e-21
86471,901.33,349.84,4.12e-29
86481,647.77,281.62,3.66e-16
86488,516.02,220.08,4.97e-13
86497,908.98,349.84,2.17e-29
86500,894.85,349.84,6.75e-27
86508,663.54,288.99,6.78e-20
86511,735.85,322.77,7.6e-23
86517,624.68,270.84,3.29e-14
86520,674.3,294.02,2.48e-20
86521,882.58,349.84,1.97e-28
86522,650.65,282.97,2.4e-17
86524,530.63,226.91,4.32e-14
86525,581.02,250.44,7.99e-15
86527,686.2,299.58,1.19e-18
86531,629.51,273.09,2.31e-14
86539,695.18,303.77,3.52e-21
86541,888.31,349.84,1.22e-28
86542,897.03,349.84,5.89e-29
86543,641.74,278.81,2.37e-18
86545,624.99,270.98,4.69e-17
86551,597.96,258.36,2.88e-17
86555,630.42,273.52,2.16e-14
86557,652.57,277.61,4.99e-15
86558,658.67,286.72,1.07e-19
86562,687.66,300.26,1.51e-17
86565,498.76,212.02,3.96e-11
86566,671.71,292.81,3.16e-20
86573,706.59,309.1,1.2e-21
86578,460.03,180.96,7.23e-11
86579,706.59,309.1,1.2e-21
86581,731.56,320.77,1.14e-22
86582,619.8,268.56,3.89e-18
86594,1068.98,349.84,2.7900000000000003e-35
86595,716.56,313.76,1.56e-20
86599,523.44,220.08,2.94e-13
86602,945.06,349.84,1.0500000000000001e-30
86607,494.05,209.82,3.1e-12
86609,591.38,255.28,5.26e-17
86627,817.54,349.84,2e-23
86649,1114.85,349.84,5.39e-37
86651,620.7,268.98,3.57e-18
86680,1949.07,349.84,0
86685,846.83,349.84,3.83e-27
86687,1154.35,349.84,1.77e-38
86689,1089.52,349.84,4.78e-36
86695,762.31,335.13,6.15e-24
86699,501.9,213.49,5.16e-13
86701,621.34,269.28,3.37e-18
86703,575.22,247.73,1.24e-12
86707,433.27,160.46,5.2e-8
86717,438.04,164.9,3.53e-8
86722,471.29,199.19,2.45e-12
86725,1080.17,349.84,1.07e-35
86727,1187.05,349.84,7.28e-31
86730,262.99,18.78,0.0014
86736,829.75,349.84,1.57e-26
86784,391.28,149.32,7.36e-7
86796,615.72,266.65,5.65e-18
86804,563.01,222.75,5.15e-12
86805,226.23,10.61,0.0231
86808,815.84,349.84,4.95e-26
86812,578.36,249.2,6.65e-16
86814,339.59,47.37,1.45e-4
86818,258.97,34.09,0.0264
86824,398.89,158.42,2.03e-8
86831,1321.44,349.84,8.41e-45
86834,419.25,156.19,1.28e-7
86844,696.3,304.29,3.17e-21
86845,339.39,93.76,1.03e-4
86850,1543.37,349.84,0
86861,706.29,308.96,2.15e-19
86862,519.63,221.77,1.12e-13
86863,740.29,324.84,4.99e-23
86864,816.4,349.84,2.26e-20
86871,722.09,316.34,2.25e-17
86872,494.94,210.23,9.38e-13
86873,332.54,106.93,1.3e-6
86874,914.89,349.84,1.32e-29
86875,2425.8,349.84,0
86879,735.85,322.77,7.6e-23
86885,649.81,282.58,5.45e-18
86886,412.2,155.27,1.54e-9
86888,316.29,86.66,4.49e-5
86901,496.18,210.81,2.6e-12
86902,837.04,349.84,8.62e-27
86905,622.07,269.62,3.15e-18
86917,246.39,5.2,0.0522
86919,1031.28,349.84,7.02e-34
86925,695.54,303.94,3.4e-21
86930,533.26,228.14,3.99e-13
86931,536.86,229.82,2.98e-13
86933,418.88,158.44,2.21e-9
86936,600.72,259.65,2.24e-17
86939,293.15,70.98,0.00187
86942,459.74,193.79,5.23e-11
86943,794.44,349.84,1.09e-22
86949,1196.51,349.84,4.53e-40
86950,750.14,329.44,1.24e-22
86952,813.62,349.84,5.94e-26
86955,528.04,225.7,1.82e-13
86956,809.65,349.84,8.24e-26
86958,577.32,248.71,1.08e-14
86961,576.21,248.2,8.04e-16
86966,285.55,70.37,1.27e-4
86970,306,79.76,7.95e-4
86977,868.84,349.84,6.17e-28
86979,497.28,211.33,3.37e-10
86981,626.3,271.6,2.13e-18
86983,670.84,292.4,3.43e-20
86984,265.81,46.43,0.0126
86987,886.76,349.84,2.57e-22
86994,1627.18,349.84,0
86995,498.79,212.03,6.74e-13
87005,501.33,213.22,5.28e-12
87009,301.83,88.22,8.05e-4
87011,507.22,215.97,1.04e-12
87013,473.99,200.45,2.58e-10
87019,137.57,-37.95,2
87020,507.36,216.04,3.23e-13
87022,628.72,272.73,7.61e-18
87023,699.21,305.65,2.41e-21
87035,396.33,140.94,6.8e-9
87037,370.61,132.81,5.02e-8
87042,686.32,299.63,2.24e-19
87049,855.61,349.84,1.85e-27
87066,665.02,289.68,1.65e-15
87107,462.15,194.92,1.2e-10
87114,527.36,225.38,1.71e-14
87126,1340.22,349.84,1.4e-45
87127,914.9,349.84,1.32e-29
87135,713.3,312.24,2.07e-20
87137,804.52,349.84,1.26e-25
87138,805.24,349.84,4.58e-20
87139,596.32,257.59,3.35e-17
87141,1147.52,349.84,3.2e-38
87144,361.01,123.92,1.9e-6
87145,912.97,349.84,4.78e-23
87157,NA,NA,NA
87160,596.48,257.67,5.46e-16
87167,448.37,186.05,1.41e-10
87169,586.23,252.88,1.31e-15
87173,449.29,188.91,8.79e-10
87181,346.74,111.31,9.15e-7
87194,883.93,349.84,1.66e-27
87197,883.8,349.84,1.78e-28
87203,497.98,211.66,2.34e-13
87212,362.77,127.74,9.8e-8
87222,481.98,204.18,8.4e-12
87225,739.72,324.58,1.99e-21
87227,559.24,240.27,9.74e-16
87231,1019.12,349.84,1.98e-33
87239,401.66,157.07,3.37e-7
87243,605.14,261.71,1.49e-17
87249,528.35,225.84,1.77e-13
87252,551.05,236.44,2.62e-14
87253,467.05,197.11,2.88e-11
87254,542.54,232.47,1.88e-13
87255,542.59,232.49,5.34e-14
87258,397.35,145.46,1.33e-8
87259,480.26,203.38,1.12e-9
87262,491.94,208.83,4.92e-10
87265,483.95,205.1,7.14e-12
87267,1074.66,349.84,1.72e-35
87268,556.49,238.98,1.65e-14
87270,668.02,291.08,1.11e-18
87273,625.92,271.42,3.01e-14
87281,1906.16,349.84,0
87282,227.56,21.79,0.0136
87284,253.93,24.89,0.0361
87292,541.17,231.83,1.46e-11
87297,1783.94,349.84,0
87298,485.73,205.93,1.84e-11
87299,1285.32,349.84,1.89e-43
87302,987.98,349.84,2.79e-32
87303,415.81,173.27,4.57e-9
87305,614.89,266.26,4.81e-16
87307,358.06,129.87,2.73e-7
87310,521.06,222.43,3.26e-13
87312,531.12,227.13,1.22e-14
87315,518.36,221.18,7.5e-11
87317,558.46,239.91,4.19e-12
87318,671.13,292.54,3.34e-20
87319,374.48,126.44,3.34e-6
87321,551.12,236.48,7.12e-12
87330,663.32,288.89,3.41e-19
87331,549.98,232.42,8.53e-12
87332,701.77,306.85,1.04e-20
87333,720.65,315.67,1.86e-21
87342,537.28,230.01,7.03e-15
87348,418.49,156.2,1.34e-7
87363,485.48,199.96,2.47e-12
87371,743.51,326.35,1.42e-21
87374,378.81,130.11,5.39e-6
87376,810.67,349.84,7.57e-26
87379,285.66,64.74,0.00177
87391,312.84,88.78,2.4e-4
87394,1079.48,349.84,1.13e-35
87396,415.94,166.87,2.17e-9
87397,543.28,232.82,1.31e-12
87402,1260.35,349.84,4.79e-38
87404,533.99,228.48,3.23e-14
87416,1772.01,349.84,0
87420,687.34,300.11,7.34e-21
87424,278.68,21.98,0.00999
87428,278.68,21.98,0.00999
87432,499.72,212.47,2.83e-10
87438,575.35,247.79,2.26e-16
87442,324.74,97.1,2.03e-4
87447,530.63,226.91,4.32e-14
87449,912.67,349.84,1.59e-29
87451,1008.76,349.84,6.62e-32
87454,1058.96,349.84,6.59e-35
87457,511.77,218.1,1.2e-10
87459,708.7,310.09,6.19e-17
87470,598.65,258.68,4.53e-16
87471,928.96,349.84,4.4e-29
87473,489.57,207.73,1.49e-12
87474,NA,NA,NA
87475,473.53,200.23,4.88e-11
87480,319.66,102.24,1.2e-4
87487,333.62,119.67,3.7e-5
87493,815.06,349.84,6.27e-22
87494,1003.16,349.84,7.7e-33
87496,779.05,342.95,9.03e-21
87501,548.63,235.31,9.02e-15
87502,489.41,207.65,1.51e-12
87510,613.05,265.41,5.71e-15
87520,608.45,263.26,1.1e-17
87524,524.15,223.88,2.52e-13
87526,636.23,276.23,3.89e-18
87532,516.99,220.53,4.32e-14
87534,608.43,263.25,8.24e-16
87537,1496.47,349.84,0
87541,719.71,315.23,1.18e-20
87545,613.4,265.57,7e-18
87550,691.85,302.22,1.38e-19
87553,335.64,67.75,5.32e-6
87554,772.46,339.87,1.58e-23
87555,940.83,349.84,1.5e-30
87556,705.38,308.54,1.35e-21
87571,481.35,203.89,3e-12
87574,1754.36,349.84,0
87579,384.54,149.73,1.24e-8
87583,687.37,300.12,3.87e-20
87586,583.58,251.64,1.65e-15
87589,374.49,104.45,5.75e-6
87590,631.14,273.86,2.04e-14
87594,560.42,240.82,1.18e-14
87598,431.13,180.43,1.38e-9
87603,1951.76,349.84,0
87610,1019.12,349.84,1.98e-33
87635,311.47,104.96,1.75e-4
87677,749.23,329.02,2.13e-23
87686,726.98,318.62,6.18e-21
87691,1267.04,349.84,9.43e-43
87692,432.14,158.68,5.81e-8
87693,322.44,107.16,9.64e-6
87694,1210.15,349.84,1.38e-40
87695,1043.34,349.84,2.51e-34
87697,321.35,95.77,1.29e-4
87699,641.8,278.84,2.36e-18
87702,1143.44,349.84,4.56e-38
87709,625.92,271.42,3.01e-14
87712,256.8,43.42,0.0312
87713,589.29,254.31,6.36e-17
87714,577.48,248.79,1.07e-14
87721,416.38,149.09,1.81e-7
87722,474.77,196.79,5.85e-12
87733,859.23,349.84,1.37e-27
87737,669.73,291.89,1.16e-15
87738,740.5,324.94,3.01e-22
87739,306.32,73.65,1.67e-5
87741,892.18,349.84,8.83e-29
87744,1247.7,349.84,5.15e-42
87765,507.32,215.25,1.05e-12
87770,376.74,149.4,3.88e-7
87780,1175.72,349.84,2.77e-39
87797,752.99,330.77,1.49e-23
87804,553.67,237.67,1.61e-15
87805,805.24,349.84,4.58e-20
87809,1289.68,349.84,1.29e-43
87810,576.4,248.29,3.04e-15
87812,519.96,221.92,6.7e-11
87814,1159.78,349.84,1.11e-38
87815,576.4,248.29,3.04e-15
87819,534.69,228.8,3.04e-14
87827,244.05,43.06,0.0395
87828,496.89,194.48,3.84e-12
87838,448.72,188.65,4.76e-11
87839,421.72,156.53,1.91e-9
87842,750.84,329.77,1.83e-23
87843,675.21,294.44,2.28e-20
87848,1121.61,349.84,3.01e-37
87850,538.75,230.7,6.16e-15
87856,777.61,342.28,1.43e-24
87860,652.85,284,4.18e-18
87863,952.21,349.84,5.74e-31
87864,501.94,213.5,5.15e-13
87868,1238.52,349.84,2.64e-37
87869,513.51,217,2e-13
87872,NA,NA,NA
87873,672.34,293.1,9.52e-16
87882,1163.09,349.84,8.29e-39
87885,635.2,275.75,1.94e-17
87887,830.99,349.84,1.42e-26
87891,NA,NA,NA
87898,439.87,184.51,1e-10
87902,627.52,272.17,1.91e-18
87903,478.28,202.45,1.87e-10
87909,698.46,305.3,2.59e-21
87921,575.06,247.66,3.41e-15
87931,679.02,296.22,1.6e-20
87934,489.65,207.76,1.35e-11
87936,632.01,274.26,2.56e-17
87942,581.48,234.96,1.22e-12
87943,319.01,128.05,6.61e-5
87945,549.89,235.9,2.26e-15
87947,706.34,308.99,7.4e-17
87956,93.27,-62.39,23.4
87957,701.22,306.59,2e-21
87960,531.69,227.4,3.94e-14
87963,1238.52,349.84,2.64e-37
87966,531.64,227.38,1.34e-13
87968,374.71,138.38,4.84e-6
87972,481.24,203.84,3.02e-12
87974,2024.08,349.84,0
87976,421.01,175.7,6.97e-8
87988,909.49,349.84,2.08e-29
87989,541.52,231.99,4.81e-15
87991,397.37,139.07,6.81e-7
87992,504.73,214.81,1.29e-13
88000,553.43,237.56,2.14e-14
88001,1553.49,349.84,0
88004,349.87,113.35,1.79e-5
88008,570.27,245.42,3.59e-16
88015,403.15,144.96,9.11e-9
88016,1124.77,349.84,2.29e-37
88019,726.6,318.45,1.82e-22
88034,348.67,115.37,7.29e-7
88037,766.03,336.87,4.31e-24
88039,240.81,48.5,0.0412
88051,327.14,32.63,3.9e-4
88052,407.7,155.23,2.12e-9
88055,343.69,12.44,1.86e-4
88056,715.97,313.48,1.64e-20
88066,505.87,215.34,3.66e-12
88069,459.59,193.72,4.79e-9
88081,249.42,26.43,0.00197
88084,451.57,175.02,1.25e-8
88085,568.77,244.72,1.98e-12
88086,496.87,211.14,2.45e-12
88092,491.11,208.45,4.29e-13
88097,217.6,-12.91,0.148
88103,897.03,349.84,5.79e-28
88108,939.01,349.84,1.75e-30
88109,1783.94,349.84,0
88116,1117.44,349.84,4.31e-37
88128,450.96,189.69,2.92e-10
88130,864.31,349.84,8.99e-28
88132,537.85,230.28,6.03e-15
88144,251.15,23.36,0.00302
88145,1253.3,349.84,3.15e-42
88153,382.92,143.1,1.37e-6
88155,455.51,172.19,4.53e-11
88159,341.78,104.1,3.49e-5
88161,651.69,283.45,9.71e-19
88170,446.95,187.82,3.12e-8
88173,255.79,30.56,0.029
88184,449.27,181.32,5.56e-11
88185,625.2,325.23,6.55e-15
88186,292.61,69.58,8.24e-5
88190,625.2,325.23,6.55e-15
88198,1422.12,349.84,0
88199,524.21,223.91,2.5e-13
88201,548.1,235.07,8.86e-12
88203,1450.59,349.84,1.25e-38
88206,406.05,148.15,1.18e-9
88208,459.93,193.88,5.15e-11
88209,480.2,179.34,2.15e-9
88217,591.57,255.37,8.31e-16
88221,245.05,47.96,0.0339
88226,395.51,146.28,6.29e-7
88229,886.9,349.84,1.37e-28
88231,746,327.51,2.9e-23
88235,236.77,37.32,0.0637
88243,608.97,263.5,1.05e-17
88256,555.6,238.57,5.07e-13
88268,276.83,74.13,0.00393
88269,407.03,87.25,4.97e-9
88274,509.04,216.82,8.9e-13
88275,461.09,164.2,9.63e-9
88279,342.34,111.43,5.77e-5
88280,464.7,145.42,1.27e-8
88281,1000.92,349.84,9.31e-33
88282,499.9,212.55,1.97e-13
88291,1163.09,349.84,8.29e-39
88293,449.55,189.03,1.61e-9
88306,360.6,132.51,1.32e-5
88314,1339.92,349.84,1.4e-45
88316,507.59,216.14,9.97e-14
88318,488,206.99,6.5e-10
88323,297.63,76.19,3.63e-5
88329,374.52,136.93,3.45e-8
88331,554.7,238.15,6.95e-14
88337,376.03,129.51,8.35e-8
88339,1609.46,349.84,0
88340,492.6,209.14,3.49e-12
88342,374.5,138.9,3.28e-8
88345,137.75,-59.25,2.36
88350,566.46,242.55,5.22e-16
88354,1691.12,349.84,0
88356,464.45,195.99,1.26e-11
88357,424.39,170.95,6.53e-8
88358,709.75,310.58,5.72e-17
88360,525.23,224.38,4.59e-11
88365,559.4,240.34,3.52e-15
88369,354.7,120.75,4.29e-7
88370,600.02,259.32,1.59e-14
88372,557.91,239.65,4.01e-15
88381,551.95,235.67,6.94e-12
88385,541.1,231.8,4.99e-15
88389,516.52,220.32,4.77e-13
88390,536.98,229.87,2.49e-14
88391,364.54,128.1,1.2e-5
88398,676.46,295.03,2.72e-18
88401,449.67,189.09,9.58e-9
88402,523.82,223.72,2.35e-14
88403,464.13,186.07,4.53e-9
88409,573.28,246.83,2.73e-16
88410,346.72,111.84,9.05e-7
88411,311.85,112.08,4.62e-6
88414,247.77,-48.11,0.0307
88416,494.46,210.01,2.99e-12
88417,374.16,134.32,8.37e-8
88419,408.43,147.66,5.96e-8
88427,385.76,132.27,4.06e-8
88430,825.05,349.84,2.32e-26
88431,438.7,183.97,7.65e-10
88432,355.92,115.59,3.15e-6
88434,499.62,212.42,2.85e-10
88438,438.22,183.74,1.15e-10
88439,709.06,310.25,1.7e-19
88440,488.7,207.32,4.82e-12
88445,762.47,335.21,6.05e-24
88455,379.61,138.63,4.3e-7
88457,277.22,85.32,0.00171
88460,686.47,299.7,2.21e-19
88461,435.91,167.51,5.44e-10
88469,339.33,60.83,1.09e-4
88475,927.17,349.84,4.72e-30
88477,795.01,349.84,2.74e-25
88479,375.3,128.4,3.04e-6
88482,387.79,128.12,3.93e-8
88483,213.94,-5.89,0.112
88487,661.18,287.89,8.44e-20
88488,856.54,349.84,1.71e-27
88492,506.13,215.46,3.59e-12
88500,371.8,125.16,4e-6
88506,1229.46,349.84,2.55e-41
88507,712.43,311.83,4.67e-17
88529,536.44,229.62,2.61e-14
88533,368.73,125.31,6.9e-8
88536,542.34,232.38,4.47e-15
88539,598.84,258.77,4.46e-16
88542,354.3,126.44,1.01e-5
88547,305.43,90.43,1.12e-4
88552,429.26,163.07,6.1e-8
88553,579.8,249.88,8.88e-13
88560,699.4,305.74,1.29e-20
88561,461.97,191.4,6.09e-12
88570,390.18,146.87,2.08e-8
88579,491.18,198.04,5.21e-12
88581,1046.83,349.84,2.9e-33
88584,428.05,173.67,7.93e-10
88595,339.13,102.32,1.88e-6
88602,872.52,349.84,4.54e-28
88603,451.93,173.61,1.54e-10
88604,356.8,122.55,9.75e-6
88610,465.81,196.63,9.01e-11
88619,769.36,338.42,2.11e-23
88624,1147.15,349.84,3.3e-38
88625,479.53,203.04,3.02e-11
88630,1163.39,349.84,3.53e-30
88638,354.65,115,1.32e-5
