molecule_id,bp_est,mp_est,vp_est
548651,409.45,146.6,2.34e-9
548652,421.99,154.77,1.14e-7
548660,542.66,232.53,1.86e-13
548662,566.07,243.46,5.25e-16
548663,422.88,176.57,2.64e-9
548664,392.01,113.01,1.85e-8
548666,483.79,197.18,3.01e-12
548667,508.55,216.59,1.51e-10
548668,399.73,140.94,5.69e-7
548669,473.78,171.24,1.24e-11
548674,374.16,142.36,6.83e-8
548675,504,194.43,7.43e-13
548676,544.31,231.59,4.85e-14
548677,331.41,101.97,6.44e-5
548681,438.35,163.57,3.59e-8
548684,383.58,122.99,2.2e-6
548690,472.81,182,3.07e-9
548691,696.98,304.61,2.97e-21
548692,499.85,198.77,4.08e-10
548694,318.22,91.13,1.7e-4
548695,722.27,316.43,2.74e-22
548696,615.34,266.48,1.08e-16
548699,408.7,146.03,2.5e-9
548701,338.92,119.33,1.26e-6
548703,NA,NA,NA
548705,509.6,217.08,2.71e-12
548706,NA,NA,NA
548707,309.89,98.41,4.2e-4
548709,1308.24,349.84,2.52e-44
548713,400.57,127.15,7.69e-7
548715,330.41,110,2.76e-6
548718,328.61,104.7,7.01e-5
548719,534.42,228.68,2.37e-11
548722,386.55,127.98,4.29e-8
548723,408.7,146.03,2.5e-9
548724,432.16,158.27,1.52e-7
548726,334.1,111.52,2.09e-6
548727,346.99,125.41,1.55e-5
548728,493.36,195.39,6.52e-10
548730,283.95,76.12,1.23e-4
548732,1548.12,349.84,0
548733,595.62,257.27,1.45e-16
548734,397.42,151.98,4.88e-7
548736,415.83,145.14,1.55e-9
548737,594.68,256.83,2.58e-15
548738,381.98,105.65,1.01e-7
548739,570.98,245.59,1.28e-15
548742,353.49,126.24,4.05e-7
548743,485.49,197.96,9.6e-10
548744,452.37,190.35,1.3e-9
548745,587.99,253.7,1.13e-15
548748,785.16,345.8,6.92e-25
548749,382.91,115.04,7.55e-8
548750,441.68,185.11,6.09e-10
548752,509.76,217.16,8.38e-13
548753,481.65,201.83,9.17e-12
548754,418.42,67.81,1.17e-6
548755,370.84,116.83,1.62e-7
548756,478.28,185.65,6.12e-12
548760,549.96,235.93,7.84e-13
548761,569.29,244.96,5.57e-15
548763,415.83,145.14,1.55e-9
548766,402.36,127.34,6.92e-7
548767,489.92,189.12,9.43e-10
548768,414.23,172.53,2.1e-9
548769,419.25,146.34,1.18e-9
548770,451.22,152.2,2.83e-10
548771,604.76,261.53,2.68e-16
548774,462.06,181.02,2.24e-11
548777,458.31,179.27,3.07e-11
548779,482.22,204.29,9.4e-13
548780,493.36,195.39,6.52e-10
548781,458.31,179.27,3.07e-11
548782,449.07,174.97,1.44e-8
548783,426.36,150.52,6.39e-10
548785,461.48,194.6,6.59e-10
548787,701.41,306.68,3.26e-19
548788,504.19,214.56,4.19e-12
548789,620.98,269.11,6.63e-17
548790,NA,NA,NA
548791,437.46,167.29,3.43e-8
548793,347.72,110.23,8.81e-7
548794,523.72,223.68,2.61e-13
548795,589.92,254.6,9.58e-16
548796,339.85,100.36,4.24e-5
548798,487.06,206.55,1.84e-12
548801,837.42,349.84,8.35e-27
548803,644,327.97,1.21e-16
548804,565.3,316.48,3.09e-13
548805,442.48,185.73,4.2e-8
548806,329.89,105.46,1.27e-4
548807,472.31,199.66,2.92e-10
548809,715.32,313.18,1.62e-18
548811,640.1,278.04,1.05e-14
548813,579.23,249.61,2.39e-15
548815,1257.33,349.84,2.21e-42
548816,511.97,218.19,2.17e-13
548817,327.59,97.55,8.8e-5
548819,515.58,219.88,4.9e-14
548820,325.55,109.6,1.44e-4
548822,545.41,233.81,1.19e-14
548823,331.65,102.35,6.3e-5
548824,762.62,335.27,1.03e-18
548825,573.61,246.98,1.25e-13
548827,2404.06,349.84,0
548828,342.5,109.31,1.27e-6
548829,434.48,179.18,7.71e-8
548830,374.7,134.48,2.7e-6
548831,360.45,120.08,2.98e-7
548835,450.93,170.12,1.48e-8
548836,2780.8,349.84,0
548838,349.84,130.42,1.17e-5
548839,396.79,150.14,5.2e-9
548840,362.52,108.01,1.02e-5
548842,554.57,238.09,5.37e-15
548846,374.7,134.48,2.7e-6
548850,531.2,225.56,1.46e-13
548851,560.4,240.81,8.77e-16
548853,531.38,226.65,1.4e-13
548854,545.24,233.73,1.21e-14
548855,360.45,120.08,2.98e-7
548858,557.95,239.67,5.32e-14
548859,702.44,307.16,5.41e-20
548860,520.42,222.14,1.13e-12
548861,545.41,233.81,1.19e-14
548862,374.52,136.93,3.45e-8
548863,401.38,146.68,1.73e-9
548867,554.57,238.09,5.37e-15
548871,419.26,172.29,1.5e-9
548875,544.89,223.95,1.63e-14
548877,547.81,234.93,9.05e-12
548878,508.9,207.59,1.16e-12
548879,564.98,242.95,2.99e-14
548880,457.08,186.79,2.74e-11
548882,433.43,164.68,2.68e-10
548884,296.05,79.85,5.22e-5
548885,458.31,181.99,1.03e-11
548888,444.69,186.76,2.5e-11
548898,545.63,233.91,1.17e-14
548900,510.59,216.88,7.78e-14
548902,472.93,199.95,1.88e-9
548903,419.58,158.01,8.52e-10
548905,350.23,81.96,1.47e-6
548908,438.94,165.03,4.72e-10
548909,528.07,225.71,6.08e-13
548910,533.51,228.25,2.53e-11
548911,1008.81,349.84,4.76e-33
548912,454.99,173.29,4.57e-11
548914,319.34,80.63,1.14e-5
548915,507.53,216.11,1.63e-10
548916,353.25,113.46,1.48e-5
548917,539.26,230.94,2.45e-13
548921,368.04,119.55,1.82e-7
548923,394.32,163.24,4.33e-7
548924,411.63,156.79,6.3e-10
548925,436.94,165.32,2.05e-10
548927,540.37,231.46,2.24e-13
548932,463.05,174.27,2.49e-11
548933,2156.64,349.84,0
548936,354.27,118.82,2.2e-7
548941,1489.25,349.84,0
548943,428.74,179.31,4.09e-8
548944,444.46,150.54,4.7e-10
548945,409.84,144.71,2.93e-7
548948,374.37,121.4,1.14e-7
548950,616.31,266.93,9.93e-17
548951,444.95,169.92,2.74e-10
548952,506.69,215.72,1.08e-12
548954,366.64,149.92,2.84e-6
548955,420.66,138.5,3.27e-9
548958,478.72,202.66,1.1e-11
548959,428.37,151.91,8.57e-8
548960,420.66,138.5,3.27e-9
548961,401.23,150.61,8.97e-9
548962,399.75,142.13,5.19e-9
548969,434.85,165.28,4.19e-8
548972,478.72,202.66,1.1e-11
548973,510.43,217.47,7.92e-13
548975,538.87,224.74,8.64e-14
548976,353.41,141.87,1.89e-6
548978,808.36,349.84,3.92e-23
548979,537.52,230.12,1.9e-11
548980,373.62,129.48,9.81e-8
548982,354.27,123.49,1.96e-7
548983,370.88,116.51,7.4e-8
548984,428.35,164.63,6.16e-8
548985,369.07,119.85,1.69e-7
548988,1205.22,349.84,2.12e-40
548992,571.6,246.04,4.57e-15
548993,413.82,161.53,4.75e-10
548994,593.56,256.3,1.74e-16
548995,432.09,180.88,1.28e-9
548997,428.74,179.31,4.09e-8
548999,404.64,152.13,6.84e-9
549002,375.87,148.58,5.19e-8
549004,393.02,162.17,4.79e-7
549006,535.64,153.36,1.67e-10
549008,712.12,311.68,1.31e-19
549009,363.78,116.38,7.75e-6
549010,982.45,349.84,5.33e-25
549011,475.26,183.67,8.03e-12
549013,344.4,101.28,3.23e-5
549014,1529.93,349.84,0
549015,415.44,159.09,1.11e-9
549018,589.16,245.63,1.3e-15
549021,543.67,233,4.87e-14
549023,680.86,297.08,5.03e-16
549024,340.45,59.94,2.14e-4
549025,2408.67,349.84,0
549027,374.09,129.25,3.18e-6
549029,540.5,227.12,1.73e-11
549030,499.95,192.4,3.28e-12
549031,380.47,52.3,1.38e-5
549033,599.02,258.85,4.39e-16
549034,379.99,124.88,2.56e-6
549035,485.41,186.43,1.32e-9
549039,379.99,124.88,2.56e-6
549042,556.75,239.11,4.74e-12
549043,501.21,202.04,3.45e-10
549044,392.08,137.19,9.6e-7
549047,510.12,217.32,8.14e-13
549048,496.34,190.16,6.31e-10
549051,818.37,349.84,4.02e-26
549052,932,349.84,1.4e-23
549053,327.59,97.55,8.8e-5
549055,501.74,213.41,3.16e-11
549056,397.42,151.98,4.88e-7
549059,387.74,134.22,6.4e-9
549061,543.93,233.12,1.67e-13
549062,351.21,124.81,2.33e-7
549066,397.42,139.47,6.54e-9
549067,356.17,130.74,6.76e-8
549068,739.95,324.68,1.95e-21
549069,449.6,161.93,2.45e-10
549071,396.6,140.92,6.78e-7
549072,445.85,160.83,3.27e-10
549073,525.01,215.2,5.99e-11
549075,702.57,307.22,5.35e-20
549076,415.44,159.09,1.11e-9
549081,686.79,299.85,2.15e-19
549083,432.06,167.72,4.61e-8
549084,466.61,167.23,2.32e-11
549087,506.88,215.81,1.07e-12
549089,462.26,194.97,4.26e-11
549091,470.1,162.82,5.95e-9
549093,2954.66,349.84,0
549094,445.15,186.98,4.61e-10
549095,473.64,183.25,3.16e-12
549096,445.1,172.14,1.95e-8
549103,373.02,142.93,3.28e-8
549105,434.83,161.9,2.61e-10
549106,480,90.27,2.06e-8
549107,845.15,349.84,2.62e-24
549109,480,90.27,2.06e-8
549113,662.62,288.56,1.12e-16
549118,353.58,130.04,1.74e-7
549119,454.23,182.36,1.04e-10
549121,304.28,87.29,7.27e-4
549124,390.17,142.33,2.34e-8
549126,376.35,128.18,3.79e-8
549128,435.89,173.69,8.27e-8
549129,430.14,138.29,1.1e-7
549130,415.33,157.6,1.54e-7
549131,582.68,251.22,1.16e-16
549132,433.53,133.16,1.03e-7
549135,582.68,251.22,1.16e-16
549136,468.13,168.05,2.03e-11
549138,369.55,127.68,9.33e-6
549140,432.67,165.2,1.08e-10
549142,643.57,279.66,8.13e-15
549143,471.17,185.86,3.55e-12
549144,506.99,197.1,5.56e-13
549145,372.72,128.07,1.08e-7
549146,508.95,216.78,2.82e-13
549147,533.29,228.15,1.01e-14
549151,440.18,184.66,3.69e-11
549152,462.21,194.95,1.52e-11
549153,391.45,143.58,1.96e-6
549154,335.96,94.76,5.98e-5
549155,473.64,183.25,3.16e-12
549157,471.23,187.73,3.36e-12
549158,525.24,224.39,6.89e-14
549160,1004.55,349.84,6.84e-33
549161,361.4,119.42,2.84e-7
549162,318.57,87.2,3.52e-4
549163,571.57,246.03,4.58e-15
549164,382.3,144.18,1.38e-6
549165,382.66,136.33,3.76e-6
549166,384.67,139.64,3.11e-6
549169,430.48,165.96,8.22e-10
549170,499.92,195.67,4.42e-10
549171,392.37,160.19,1.27e-8
549173,1537.33,349.84,0
549174,394.48,149.11,1.47e-8
549177,871.35,349.84,4.56e-27
549179,919.13,349.84,9.75e-29
549185,603.94,261.15,2.88e-16
549186,564.98,242.95,2.99e-14
549187,511.85,218.13,2.19e-13
549188,460.27,142.69,1.93e-10
549189,415.41,172.6,1.93e-9
549191,368.34,102.53,5.68e-8
549192,465.26,196.37,3.33e-11
549193,360.22,119.38,1.87e-5
549196,768.46,338,3.42e-24
549197,551.95,236.86,1.88e-15
549199,376.26,147.14,1.06e-8
549200,676.02,294.82,5.53e-19
549201,385.94,138.49,1.31e-6
549204,490.24,190.82,6.77e-12
549206,483.48,160.73,2.41e-11
549207,503.46,214.21,1.44e-13
549208,1153.11,349.84,7.01e-30
549209,488.45,189.42,1.02e-9
549211,547.33,234.71,1.01e-14
549217,493.9,209.75,3.14e-12
549218,1538.53,349.84,0
549219,477.29,192.42,5.49e-12
549220,603.94,261.15,2.88e-16
549224,659.97,287.32,2.4e-15
549225,373.19,130.38,9.87e-8
549226,1195.68,349.84,4.08e-31
549227,634.64,275.49,2.03e-17
549228,483.48,160.73,2.41e-11
549229,431.28,172.28,1.1e-7
549230,486.67,185.04,1.01e-11
549234,328.45,49.16,6.53e-6
549237,525.78,224.64,4.41e-11
549239,565.39,243.14,7.75e-15
549241,565.39,243.14,7.75e-15
549242,468.33,197.81,7.37e-11
549244,1287.33,349.84,1.58e-43
549245,372.66,131.4,9.96e-8
549246,871.35,349.84,4.56e-27
549248,368.34,102.53,5.68e-8
549250,348.42,92.15,6.27e-7
549251,1107.45,349.84,1.45e-28
549254,468.75,195.61,2.66e-11
549255,363.76,140.8,1.42e-7
549256,436.99,183.16,3.34e-10
549259,526.78,225.11,2.02e-13
549264,550.43,236.16,7.49e-12
549270,675.93,294.78,5.57e-19
549271,2096.35,349.84,0
549272,339.59,108.39,7.18e-5
549273,468.6,197.93,2.55e-9
549275,555.6,238.57,1.78e-14
549277,444.99,186.9,1.74e-10
549278,446.49,182.42,6.59e-11
549280,383.09,123.45,1.17e-8
549284,463.28,181.14,5.43e-9
549286,458.92,182.31,6.76e-9
549288,608.7,263.38,1.07e-13
549292,406.75,160.2,4.81e-9
549297,448.54,188.56,4.83e-11
549298,340.25,89.79,2.36e-6
549299,318.89,92.06,1.6e-4
549300,491.69,190.6,8.17e-10
549302,538.54,225.22,8.72e-14
549305,618.51,267.96,8.21e-17
549309,444.28,171.18,2.1e-8
549310,382.34,136.65,1.67e-6
549312,458.92,182.31,6.76e-9
549313,508.96,197.7,1.51e-12
549314,531.93,227.51,1.31e-13
549315,458.92,182.31,6.76e-9
549321,1854.17,349.84,0
549323,477.55,197.34,1.38e-11
549325,391.66,150.93,1.7e-8
549327,476.5,193.01,5.72e-12
549328,646.67,281.11,1.52e-18
549329,464.47,196,3.55e-11
549333,533.91,228.44,9.52e-15
549334,480,90.27,2.06e-8
549335,583.29,251.51,1.69e-15
549336,513.48,218.89,5.91e-14
549340,607.04,262.6,2.21e-16
549341,338.4,99.69,1.04e-6
549342,292.25,82.33,6.28e-5
549344,475.98,201.38,1.52e-9
549346,448.54,188.56,4.83e-11
549348,469.1,190.36,1.05e-11
549349,599.5,259.08,4.21e-16
549353,328.36,97.9,8.37e-5
549356,325.96,114.18,1.7e-6
549359,702.82,307.34,1.72e-21
549360,399.77,163.79,1.25e-9
549361,550.69,236.28,7.35e-12
549362,566.94,243.87,2.26e-12
549364,721.67,316.14,2.91e-22
549367,431.25,163.69,1.24e-10
549368,533.96,228.46,3.23e-14
549371,428.84,163.26,1.5e-10
549372,371.2,119.5,1.48e-7
549375,480,90.27,2.06e-8
549376,744.46,326.79,8.15e-21
549379,480,90.27,2.06e-8
549382,364.87,123.43,6.12e-6
549386,480,90.27,2.06e-8
549387,480,90.27,2.06e-8
549388,279.97,68.09,0.00221
549389,367.39,129.73,6.77e-8
549390,435.54,182.49,3.76e-10
549391,341.55,81.95,2.6e-6
549392,528.22,225.78,4.18e-12
549396,352.74,128.22,4.05e-7
549398,388.9,-3.92,1.54e-5
549400,2384.85,349.84,0
549402,480,90.27,2.06e-8
549403,337.86,83.41,3.2e-6
549404,402.99,136.31,4.8e-9
549408,718.58,314.7,3.89e-22
549411,421.05,158.3,1.1e-7
549412,411.38,153.18,4.22e-9
549413,648.28,281.86,1.32e-18
549415,1061.83,349.84,5.15e-35
549419,663.89,289.16,1.79e-15
549421,462.38,195.02,5.36e-12
549422,NA,NA,NA
549423,279.97,68.09,0.00221
549424,555.66,238.6,1.77e-14
549425,326.35,100.74,4.5e-6
549426,372.89,124.61,1.16e-7
549427,458.31,181.99,1.03e-11
549429,305.81,82.72,7.49e-4
549431,329.04,113.02,5.59e-5
549432,427.4,167.23,9.82e-10
549434,413.27,155.44,1.42e-9
549435,372.15,108.89,5.87e-6
549437,383.85,144.01,3.42e-8
549439,442.95,185.95,2.06e-10
549440,330.33,111.8,1.34e-6
549442,344.76,108.52,1.12e-6
549443,469.46,194.29,7.66e-9
549445,530.01,226.61,1.54e-13
549447,459.84,168.3,1.02e-10
549449,348.06,130.24,1.3e-5
549450,441.63,167.62,5.21e-11
549451,413.27,155.44,1.42e-9
549456,520.24,220.65,3.36e-14
549458,394.59,138.6,1.91e-8
549459,398.11,152.49,1.05e-8
549462,490.79,208.3,4.41e-13
549465,378.03,155.57,1.31e-6
549466,410.6,147.35,2.63e-7
549467,412.71,150.21,1.69e-9
549468,496.14,208.18,2.95e-13
549469,321.43,108.72,9.36e-5
549470,393.27,132.18,1.02e-6
549472,389.17,152.81,7.57e-7
549479,406.12,152.49,6.06e-8
549481,425.88,108.37,2.95e-7
549482,413.27,155.44,1.42e-9
549483,438.1,178.88,1.32e-10
549484,474.28,194.4,1.87e-11
549486,519.38,221.01,7.1e-11
549488,383.59,127.07,5.35e-8
549491,474.39,184.58,8.35e-12
549492,420.46,163.94,6.86e-10
549494,486.08,206.1,5.99e-12
549496,492.54,208.83,1.16e-12
549499,471.33,199.2,2.02e-11
549500,424.28,159.37,5.89e-10
549502,472.3,196.72,7.01e-12
549503,565.57,235.22,9.55e-15
549505,469.3,192.51,2.83e-9
549506,487.79,206.9,5.2e-12
549508,471.33,199.2,2.02e-11
549509,494.72,210.13,5.38e-11
549510,581.45,250.65,1.3e-16
549511,461.89,191.65,1.24e-8
549514,484.93,205.56,6.59e-12
549515,365.02,125.22,1.94e-7
549516,271.3,40.01,0.00646
549517,424.35,169.26,4.53e-10
549518,470.07,193.71,7.52e-9
549519,423.45,146,1.32e-7
549520,397.38,154.98,1.04e-8
549522,428.02,156.28,7.8e-8
549523,398.12,141.3,1.46e-6
549525,470.07,193.71,7.52e-9
549526,571.48,240.59,5.38e-15
549527,542.67,232.53,1.31e-11
549528,444.18,186.53,1.86e-10
549529,415.78,168.13,2.12e-9
549530,429.89,161.76,3.72e-10
549531,261.81,44.68,0.016
549802,552.48,237.12,2.32e-14
549929,827.87,349.84,1.17e-24
550009,424.48,177.32,1.79e-9
550188,398.86,163.09,7.15e-8
550206,559.93,240.59,3.77e-12
550256,311.59,112.32,4.62e-5
550329,729.9,319.99,1.34e-22
550442,408.46,167.13,5.17e-6
550742,373.29,136.01,6.21e-6
550802,428.02,156.28,7.8e-8
550849,479.93,202.84,1.01e-11
550852,1492.91,349.84,0
550854,700.95,306.47,2.05e-21
550987,497.07,211.23,2.41e-12
550988,661.07,287.84,8.52e-20
551015,662.92,288.7,7.18e-20
551028,461.95,183.56,5.9e-11
551039,1002.28,349.84,8.29e-33
551061,644.84,280.25,8.4e-18
551064,644.84,280.25,8.4e-18
551068,843.33,349.84,3.58e-25
551076,410.19,150.7,4.88e-9
551089,569.46,232.51,2.68e-12
551098,866.65,349.84,7.41e-28
551103,737.25,323.42,6.65e-23
551122,491.18,208.48,3.93e-12
551131,737.54,323.56,6.47e-23
551132,873.17,349.84,4.31e-28
551133,850.85,349.84,2.75e-27
551135,888.75,349.84,1.18e-28
551150,1189.26,349.84,2.07e-38
551158,487.27,172.68,1.7e-9
551163,576.91,248.53,2.91e-15
551217,693.69,303.07,1.92e-16
551218,515.32,219.75,5.27e-13
551219,646.72,281.13,6.43e-15
551249,1107.81,349.84,9.9e-37
551255,1151.27,349.84,2.31e-38
551257,515.32,219.75,5.27e-13
551259,428.02,156.28,7.8e-8
551261,542.52,232.46,1.54e-14
551262,651.83,283.52,4.57e-18
551264,450.77,189.6,1.09e-10
551274,566.72,243.76,4.95e-16
551276,723.14,316.83,2.53e-22
551301,910.1,349.84,1.98e-29
551305,475.62,201.21,1.56e-9
551315,583.76,251.72,4.13e-16
551393,584.92,252.27,3.73e-16
551396,712.49,311.86,6.9e-22
551397,1014.76,349.84,6.48e-26
551402,465.18,196.33,1.18e-11
551416,511.02,217.75,7.35e-14
551432,370.17,123.17,1.45e-7
551457,416.84,162.1,1.26e-7
551460,848.42,349.84,2.97e-21
551462,577.8,248.94,1.81e-16
551463,570.94,245.73,3.38e-16
551471,579.91,249.93,2.25e-15
551496,488.11,207.05,1.68e-12
551509,597,257.91,3.14e-17
551517,484.06,191.62,3.43e-12
551521,509.99,211.96,9.51e-13
551523,469.1,190.36,1.05e-11
551525,469.1,190.36,1.05e-11
551526,520.63,222.23,7.48e-12
551547,382.81,157.86,4.99e-9
551605,608.48,263.27,1.09e-13
551628,348.22,110.76,4.33e-5
551630,657.69,286.26,2.74e-18
551653,423.09,170.44,7.12e-8
551661,619.89,268.6,1.68e-17
551705,490.2,208.02,4.26e-12
551743,691.42,302.02,1.43e-19
551744,685.17,299.09,2.48e-19
551800,420.34,175.39,3.21e-9
551830,868.47,349.84,6.37e-28
551856,597.91,258.33,4.83e-16
551860,494.78,210.16,9.51e-13
551865,678.93,296.18,5.81e-16
551867,620.08,268.69,4.63e-14
551869,656.35,285.63,3.08e-18
551871,692.63,302.58,2.4e-20
551872,510.91,217.7,7.42e-14
551873,657.69,286.26,2.74e-18
551874,839.55,349.84,5.79e-26
551935,621.67,269.43,4.12e-14
551939,621.67,269.43,4.12e-14
551942,668.08,291.11,1.31e-15
551953,525.9,224.7,2.17e-13
551962,703.81,307.8,8.95e-17
551963,710.35,310.86,5.46e-17
551964,715.42,313.22,3.73e-17
551966,430.88,155.6,1.05e-9
551967,745.28,327.18,3.86e-18
551968,456.6,176.07,1.04e-10
551971,688.53,300.66,1.84e-19
551972,694.79,303.59,1.06e-19
551973,720.51,315.6,1.1e-20
551991,1143.81,349.84,9.29e-37
551995,1148.42,349.84,6.32e-37
551996,1143.81,349.84,9.29e-37
552020,981.22,349.84,6.29e-31
552046,531.32,227.23,4.67e-13
552074,526.41,224.93,6.97e-13
552141,567.4,244.08,6.54e-15
552179,369.71,144.34,1.92e-7
552214,1414.03,349.84,0
552226,400.05,165.91,1.55e-8
552228,1516.95,349.84,0
552230,452.95,190.62,7.62e-9
552231,410.19,150.7,4.88e-9
552253,503.55,214.26,4.41e-12
552283,469.3,192.51,2.83e-9
552290,479.5,203.02,1.03e-11
552366,479.88,203.2,9.99e-12
552369,452.73,190.52,9.28e-11
552389,451.58,189.98,5.03e-11
552394,510.68,217.59,7.76e-13
552395,492,208.86,3.97e-13
552409,608.93,263.48,7.9e-16
552411,487.2,206.62,1.64e-11
552449,561.5,241.33,3.21e-13
552460,378.88,156.02,7.88e-8
552470,328.18,66.82,1.75e-4
552552,1544.49,349.84,0
552555,391.25,121.99,3.63e-8
552610,503.34,214.16,4.49e-12
552634,769.22,338.35,3.18e-24
552643,799.87,349.84,7.29e-23
552659,877.8,349.84,2.93e-28
552660,464.36,180.57,5.41e-11
552674,397.25,146.91,5.47e-9
552681,NA,NA,NA
552682,881.82,349.84,2.1e-28
552683,599.42,259.04,4.24e-16
552685,814.57,349.84,2.54e-20
552696,568.7,244.69,4.13e-16
552707,510.34,217.43,2.55e-12
552724,576.91,248.53,2.91e-15
552734,435.71,182.57,2.53e-8
552778,529.53,226.39,4.75e-14
552791,644.63,280.16,8.55e-18
552801,341.35,118.15,5.41e-7
552810,500.63,212.89,1.79e-12
552817,359.21,133.88,6.43e-6
552832,637.29,276.73,3.54e-18
552867,367.23,127.4,1.2e-6
552892,681.03,297.16,6.87e-20
552899,1414.03,349.84,0
552903,614.8,266.22,6.83e-14
552915,486.24,194.03,1.02e-9
552931,NA,NA,NA
552934,384.67,154.92,9.2e-7
552944,741.58,325.44,5.12e-18
552950,717.15,314.03,1.48e-20
552962,321.42,64.21,2.67e-4
552966,806.09,349.84,1.1e-25
552981,584.64,252.14,3.82e-16
552992,501.16,197.23,2.64e-12
553015,350.76,125.58,2.36e-7
553036,346.18,126.74,1.52e-7
553061,734.91,322.33,8.51e-18
553139,480.72,203.59,1.09e-9
553145,513.77,219.03,1.04e-10
553167,505.31,215.08,1.9e-10
553195,490.2,208.02,4.26e-12
553231,430.67,161.47,1.38e-10
553248,509.27,216.93,2.78e-12
553250,522.87,223.28,2.8e-13
553278,420.34,175.39,3.21e-9
553301,717.15,314.03,1.48e-20
553308,760.27,334.18,3.19e-22
553318,708.33,309.91,5.74e-21
553321,561.82,241.47,2.85e-15
553322,921.28,349.84,7.74e-30
553339,843.73,349.84,4.95e-27
553348,387.95,146.48,1.06e-8
553364,586.86,253.17,5.31e-13
553368,733.68,321.76,9.34e-18
553407,617.3,267.39,3.93e-16
553410,558.38,239.87,1.05e-15
553412,1148.42,349.84,6.32e-37
553435,857.9,349.84,1.53e-27
553467,407.61,114.44,1.72e-6
553533,536.01,229.42,2.12e-11
553542,411.1,123.35,4.69e-7
553606,394.59,131.29,2.27e-6
553608,877.83,349.84,2.92e-28
553643,501.8,213.44,1.63e-12
553659,528.27,225.8,1.78e-13
553660,737.38,323.48,6.57e-23
553694,391.55,136.92,9.96e-7
553759,354.3,126.44,1.01e-5
553779,504.34,213.01,1.38e-12
553828,710.89,311.11,2.57e-20
553858,470.62,184.38,3.27e-9
553859,1511.78,349.84,0
553868,515.88,220.01,5.03e-13
553871,611.67,264.76,1.48e-16
553873,473.43,181.19,2.83e-11
553875,489.26,200.79,1.83e-12
553892,769.22,338.35,3.18e-24
553925,444.38,186.62,1.83e-10
553976,414.74,159.14,1.17e-9
553998,580.76,250.32,1.38e-16
554002,667.93,291.04,4.5e-20
554003,563.11,242.08,2.54e-15
554022,452.29,169.99,1.37e-8
554047,540.4,231.47,6.42e-14
554057,533.69,228.34,3.31e-14
554063,471.88,199.46,5.83e-9
554084,450.69,189.56,8.93e-9
554085,703.86,307.83,1.56e-21
554089,675.2,294.44,2.28e-20
554197,482.2,193.84,1.3e-9
554199,470.59,186.16,3.12e-9
554214,441.34,185.2,1.71e-8
554226,551.03,236.43,7.32e-15
554230,462.76,195.2,1.15e-10
554271,652.62,283.89,1.87e-19
554276,378.04,151.11,1.47e-6
554289,1150.14,349.84,1.18e-35
554294,622.6,269.87,3.84e-14
554296,482.25,204.31,8.22e-12
554300,280.79,76.95,0.00173
554366,1153.03,349.84,4.3e-37
554397,389.37,142.59,9.73e-7
554399,388.58,144.03,4.69e-9
554404,747.38,328.16,2.54e-23
554410,490.81,208.31,4.05e-12
554476,467.59,193.91,3.01e-9
554500,1257.81,349.84,2.12e-42
554501,1294.15,349.84,8.69e-44
554508,410.19,150.7,4.88e-9
554562,427.89,161.49,1.1e-9
554582,523.04,208.53,3.61e-9
554614,453.99,191.1,3.05e-11
554665,494.48,210.02,9.15e-12
554666,732.43,321.17,6.33e-22
554674,464.37,195.96,4.5e-12
554679,442.09,160.22,3.17e-8
554718,468.25,197.77,2.61e-9
554754,385.47,132.77,1.55e-6
554801,446.85,175.7,7.68e-11
554816,565.09,243.01,5.73e-16
554817,663.35,288.9,6.9e-20
554829,405.86,167.87,2.01e-7
554842,596.38,257.62,2.64e-13
554901,485.7,205.92,6.92e-13
554904,377.32,131.64,2.51e-6
554915,409.42,43.18,3.35e-6
554920,489.54,201.22,1.78e-12
554996,378.73,142.13,5.06e-8
555001,492.16,208.94,1.1e-11
555025,617.3,267.39,3.93e-16
555045,422.3,158.48,1.75e-9
555051,530.66,226.92,1.46e-13
555074,611.23,264.55,1.54e-16
555089,260.19,59.16,0.00757
555895,619.05,268.21,4.16e-18
557074,247.71,32.85,0.0254
557450,957.21,349.84,3.77e-31
557477,244.48,23.3,0.0365
557693,NA,NA,NA
558171,250.01,5.66,0.0441
558199,NA,NA,NA
558663,167.64,-37.23,0.496
558844,297.55,77.96,6.97e-4
559159,946.03,349.84,9.67e-31
559166,926.8,349.84,4.87e-30
559195,792.42,349.19,1.28e-22
559202,792.42,349.19,1.28e-22
559207,803.6,349.84,5.55e-23
559251,530.91,227.04,1.25e-14
559604,737.16,323.38,7.17e-18
559605,875.16,349.84,3.36e-27
559608,588.69,254.03,3.86e-14
559609,814.8,349.84,5.39e-26
559610,466.09,196.76,3.04e-9
559615,1729.69,349.84,0
559617,1635.01,349.84,0
559619,704.92,308.32,7.83e-21
559620,379.16,119.6,8.67e-8
559622,480,90.27,2.06e-11
559625,826,349.84,1.35e-24
559628,612.97,265.37,1.32e-16
559632,1343.25,349.84,4.48e-44
559641,621.36,269.29,6.42e-17
559643,642.45,279.14,4.8e-19
559651,1649.3,349.84,1.26e-44
559658,712.66,311.94,4.59e-17
559667,1255.48,349.84,7.8e-41
559671,930.75,349.84,3.81e-29
559675,1924.77,349.84,0
559678,551.63,236.71,6.94e-15
559679,535.85,229.34,9.43e-14
559682,1092.78,349.84,3.84e-28
559683,745.85,327.44,2.94e-23
